Elapsed time,Abdomen_1
1.709,-6.8
1.71,-5.4
1.711,-4.7
1.712,-4.8
1.713,-5.4
1.714,-5.8
1.715,-5.7
1.716,-5
1.717,-4.2
1.718,-3.6
1.719,-3.5
1.72,-3.6
1.721,-3.6
1.722,-2.9
1.723,-1.5
1.724,0.1
1.725,1.4
1.726,1.9
1.727,1.5
1.728,0.6
1.729,0
1.73,0
1.731,1
1.732,2.8
1.733,4.9
1.734,6.9
1.735,8.6
1.736,10
1.737,11.2
1.738,12
1.739,12.3
1.74,11.8
1.741,10.6
1.742,9.1
1.743,7.7
1.744,6.9
1.745,6.8
1.746,7.2
1.747,7.6
1.748,7.7
1.749,7.4
1.75,6.8
1.751,6.5
1.752,6.6
1.753,7.2
1.754,7.9
1.755,8.5
1.756,8.6
1.757,8.2
1.758,7.7
1.759,7.2
1.76,7.1
1.761,7.4
1.762,7.7
1.763,8
1.764,7.9
1.765,7.5
1.766,6.8
1.767,6.2
1.768,6
1.769,6.3
1.77,7
1.771,7.7
1.772,8
1.773,7.9
1.774,7.3
1.775,6.5
1.776,5.7
1.777,5.2
1.778,5.1
1.779,5.1
1.78,5.2
1.781,5.1
1.782,4.7
1.783,4.1
1.784,3.7
1.785,3.8
1.786,4.3
1.787,5.1
1.788,5.8
1.789,6
1.79,5.8
1.791,5.4
1.792,5.1
1.793,5.2
1.794,5.5
1.795,5.6
1.796,5.6
1.797,5.5
1.798,5.8
1.799,6.7
1.8,8
1.801,9.2
1.802,9.7
1.803,9
1.804,7.6
1.805,6.2
1.806,5.3
1.807,5.2
1.808,5.9
1.809,6.9
1.81,8
1.811,9
1.812,10
1.813,11
1.814,11.9
1.815,12.5
1.816,12.8
1.817,12.6
1.818,12.2
1.819,11.7
1.82,11.1
1.821,10.7
1.822,10.4
1.823,10.5
1.824,10.8
1.825,11.2
1.826,11.4
1.827,11
1.828,10.2
1.829,9.2
1.83,8.5
1.831,8.5
1.832,9.3
1.833,10.5
1.834,11.7
1.835,12.6
1.836,13.2
1.837,13.7
1.838,14.1
1.839,14.5
1.84,14.7
1.841,14.3
1.842,13.2
1.843,11.6
1.844,9.9
1.845,8.3
1.846,7.2
1.847,6.4
1.848,5.9
1.849,5.4
1.85,5.1
1.851,5
1.852,5.3
1.853,5.9
1.854,6.6
1.855,7.1
1.856,7.4
1.857,7.4
1.858,7.5
1.859,7.8
1.86,8.3
1.861,8.8
1.862,8.8
1.863,8.2
1.864,7.3
1.865,6.3
1.866,5.7
1.867,5.7
1.868,6.3
1.869,7
1.87,7.4
1.871,7.4
1.872,6.9
1.873,6.2
1.874,5.5
1.875,5.2
1.876,5.2
1.877,5.6
1.878,6
1.879,6.4
1.88,6.7
1.881,6.9
1.882,7.1
1.883,7.5
1.884,7.9
1.885,8.2
1.886,8.2
1.887,8
1.888,7.4
1.889,6.7
1.89,6
1.891,5.6
1.892,5.6
1.893,6.1
1.894,6.8
1.895,7.5
1.896,7.9
1.897,7.8
1.898,7.1
1.899,6.4
1.9,5.9
1.901,6.2
1.902,7
1.903,8
1.904,8.5
1.905,8.3
1.906,7.3
1.907,6.1
1.908,5.1
1.909,4.8
1.91,5.3
1.911,6.4
1.912,7.7
1.913,8.7
1.914,9.3
1.915,9.4
1.916,9.1
1.917,8.5
1.918,7.9
1.919,7.3
1.92,6.9
1.921,6.7
1.922,6.7
1.923,6.7
1.924,6.7
1.925,6.4
1.926,6
1.927,5.3
1.928,4.6
1.929,4
1.93,3.9
1.931,4.5
1.932,5.8
1.933,7.6
1.934,9.5
1.935,10.9
1.936,11.9
1.937,12.4
1.938,12.9
1.939,13.5
1.94,14
1.941,14
1.942,13.1
1.943,11.3
1.944,9
1.945,7
1.946,5.7
1.947,5.4
1.948,5.7
1.949,5.9
1.95,5.8
1.951,5.1
1.952,4.4
1.953,4
1.954,4.2
1.955,4.8
1.956,5.6
1.957,6.1
1.958,6.2
1.959,5.8
1.96,5.3
1.961,4.8
1.962,4.7
1.963,4.9
1.964,5.3
1.965,5.7
1.966,5.7
1.967,5.3
1.968,4.5
1.969,3.6
1.97,2.8
1.971,2.3
1.972,2.1
1.973,2.3
1.974,2.5
1.975,2.9
1.976,3.2
1.977,3.5
1.978,3.7
1.979,4
1.98,4.3
1.981,4.8
1.982,5.4
1.983,5.8
1.984,5.9
1.985,5.6
1.986,5.1
1.987,4.7
1.988,4.7
1.989,5.1
1.99,5.5
1.991,5.6
1.992,5.1
1.993,4.1
1.994,3.2
1.995,2.9
1.996,3.5
1.997,4.6
1.998,5.8
1.999,6.6
2,6.7
2.001,6.3
2.002,5.7
2.003,5.2
2.004,5
2.005,5
2.006,5.1
2.007,5.3
2.008,5.6
2.009,6.1
2.01,6.5
2.011,6.7
2.012,6.6
2.013,6.2
2.014,5.7
2.015,5.4
2.016,5.5
2.017,5.7
2.018,6
2.019,5.9
2.02,5.5
2.021,4.9
2.022,4.3
2.023,3.7
2.024,3.3
2.025,3
2.026,2.5
2.027,2.2
2.028,2.2
2.029,2.6
2.03,3.4
2.031,4.4
2.032,5.1
2.033,5.4
2.034,5.2
2.035,4.8
2.036,4.4
2.037,4.1
2.038,4
2.039,4.3
2.04,5.1
2.041,7
2.042,9.8
2.043,13.6
2.044,17.3
2.045,20.2
2.046,21.4
2.047,20.8
2.048,18.9
2.049,16.5
2.05,14.4
2.051,12.9
2.052,11.5
2.053,9.6
2.054,6.8
2.055,3.2
2.056,-0.8
2.057,-4.4
2.058,-6.7
2.059,-7.7
2.06,-7.4
2.061,-6.4
2.062,-5.4
2.063,-4.5
2.064,-3.7
2.065,-3
2.066,-2.2
2.067,-1.4
2.068,-0.6
2.069,0.1
2.07,0.7
2.071,1.3
2.072,2
2.073,2.7
2.074,3.4
2.075,3.9
2.076,4.1
2.077,4.1
2.078,4.1
2.079,4.1
2.08,4.2
2.081,4.1
2.082,4
2.083,3.9
2.084,3.9
2.085,4.3
2.086,4.9
2.087,5.6
2.088,5.9
2.089,5.9
2.09,5.4
2.091,4.7
2.092,4.1
2.093,3.6
2.094,3.4
2.095,3.4
2.096,3.5
2.097,3.8
2.098,4.3
2.099,4.7
2.1,4.9
2.101,4.7
2.102,4.3
2.103,3.7
2.104,3.3
2.105,3.1
2.106,3.3
2.107,3.5
2.108,3.6
2.109,3.3
2.11,3
2.111,2.7
2.112,2.6
2.113,2.7
2.114,2.9
2.115,2.8
2.116,2.5
2.117,2.1
2.118,1.8
2.119,1.8
2.12,2.1
2.121,2.5
2.122,2.9
2.123,3.1
2.124,3.4
2.125,3.7
2.126,4.3
2.127,5
2.128,5.5
2.129,5.9
2.13,6.1
2.131,6.5
2.132,7.1
2.133,8.1
2.134,9.2
2.135,9.9
2.136,10.1
2.137,9.8
2.138,9.4
2.139,9.1
2.14,9.3
2.141,9.9
2.142,10.6
2.143,11.4
2.144,12.3
2.145,13.4
2.146,15.1
2.147,17.2
2.148,19.2
2.149,20.5
2.15,20.7
2.151,19.9
2.152,18.3
2.153,16.2
2.154,13.8
2.155,11
2.156,7.6
2.157,3.5
2.158,-1.1
2.159,-6
2.16,-11.1
2.161,-16.4
2.162,-22.1
2.163,-28.2
2.164,-34.301
2.165,-40.001
2.166,-44.701
2.167,-48.601
2.168,-52.001
2.169,-55.401
2.17,-59.001
2.171,-62.801
2.172,-66.001
2.173,-67.901
2.174,-68.201
2.175,-67.001
2.176,-64.701
2.177,-61.901
2.178,-58.901
2.179,-55.801
2.18,-52.301
2.181,-48.201
2.182,-43.401
2.183,-38.001
2.184,-32.3
2.185,-26.7
2.186,-21.5
2.187,-17
2.188,-13.3
2.189,-10.6
2.19,-8.8
2.191,-7.5
2.192,-6.3
2.193,-5.1
2.194,-3.6
2.195,-2.2
2.196,-0.9
2.197,-0.2
2.198,0
2.199,-0.3
2.2,-0.7
2.201,-1.1
2.202,-1.3
2.203,-1.3
2.204,-1.2
2.205,-1.1
2.206,-1.1
2.207,-1.1
2.208,-1.2
2.209,-1.2
2.21,-1.1
2.211,-0.8
2.212,-0.3
2.213,0.5
2.214,1.2
2.215,1.6
2.216,1.6
2.217,1.1
2.218,0.5
2.219,0.2
2.22,0.7
2.221,2
2.222,3.8
2.223,5.5
2.224,6.7
2.225,7.3
2.226,7.3
2.227,7.3
2.228,7.4
2.229,7.5
2.23,7.2
2.231,6.4
2.232,5.2
2.233,3.9
2.234,3
2.235,2.7
2.236,2.7
2.237,2.5
2.238,1.8
2.239,0.5
2.24,-0.7
2.241,-1.5
2.242,-1.5
2.243,-0.8
2.244,0.1
2.245,0.7
2.246,0.8
2.247,0.6
2.248,0.3
2.249,0
2.25,-0.5
2.251,-1.4
2.252,-2.6
2.253,-3.8
2.254,-4.4
2.255,-4
2.256,-2.7
2.257,-0.9
2.258,0.5
2.259,1.1
2.26,0.8
2.261,0.1
2.262,-0.5
2.263,-0.5
2.264,0.2
2.265,1.3
2.266,2.2
2.267,2.6
2.268,2.1
2.269,1
2.27,-0.4
2.271,-1.7
2.272,-2.6
2.273,-3.1
2.274,-3.3
2.275,-3.4
2.276,-3.4
2.277,-3.4
2.278,-3.3
2.279,-3.1
2.28,-2.6
2.281,-1.9
2.282,-1.4
2.283,-1.1
2.284,-1.2
2.285,-1.6
2.286,-2.1
2.287,-2.5
2.288,-2.6
2.289,-2.4
2.29,-2.2
2.291,-2.1
2.292,-2.3
2.293,-2.5
2.294,-2.5
2.295,-2
2.296,-1.5
2.297,-1.1
2.298,-1.3
2.299,-2
2.3,-3
2.301,-3.7
2.302,-3.7
2.303,-3.3
2.304,-2.9
2.305,-3.1
2.306,-3.7
2.307,-4.5
2.308,-4.6
2.309,-4
2.31,-2.6
2.311,-1.2
2.312,-0.4
2.313,-0.5
2.314,-1.3
2.315,-2.3
2.316,-3
2.317,-3.3
2.318,-3.5
2.319,-3.8
2.32,-4.4
2.321,-5.2
2.322,-5.9
2.323,-6.3
2.324,-6.3
2.325,-6.2
2.326,-6
2.327,-5.8
2.328,-5.3
2.329,-4.6
2.33,-3.8
2.331,-3
2.332,-2.6
2.333,-2.6
2.334,-2.6
2.335,-2.5
2.336,-2.2
2.337,-2
2.338,-2.3
2.339,-3.5
2.34,-5.4
2.341,-7.5
2.342,-8.8
2.343,-9.1
2.344,-8.3
2.345,-7.3
2.346,-6.7
2.347,-7
2.348,-8.1
2.349,-9.5
2.35,-10.6
2.351,-11.3
2.352,-11.8
2.353,-12.2
2.354,-12.7
2.355,-13.4
2.356,-14.1
2.357,-14.7
2.358,-15.2
2.359,-15.8
2.36,-16.4
2.361,-16.8
2.362,-16.9
2.363,-16.5
2.364,-15.7
2.365,-14.9
2.366,-14.5
2.367,-14.7
2.368,-15.2
2.369,-15.9
2.37,-16.5
2.371,-16.9
2.372,-17.2
2.373,-17.3
2.374,-17.4
2.375,-17.3
2.376,-17.1
2.377,-17
2.378,-17
2.379,-17.2
2.38,-17.3
2.381,-17.3
2.382,-17.1
2.383,-16.9
2.384,-17
2.385,-17.6
2.386,-18.7
2.387,-19.9
2.388,-20.9
2.389,-21.3
2.39,-21.3
2.391,-21.1
2.392,-21
2.393,-21
2.394,-21.1
2.395,-21
2.396,-20.9
2.397,-20.9
2.398,-21.2
2.399,-21.7
2.4,-22.3
2.401,-22.6
2.402,-22.6
2.403,-22.3
2.404,-21.9
2.405,-21.7
2.406,-21.7
2.407,-21.6
2.408,-21.3
2.409,-20.8
2.41,-20.5
2.411,-20.5
2.412,-21
2.413,-21.7
2.414,-22.1
2.415,-22
2.416,-21.4
2.417,-20.6
2.418,-19.8
2.419,-19.4
2.42,-19.3
2.421,-19.3
2.422,-19
2.423,-18.4
2.424,-17.5
2.425,-16.4
2.426,-15.2
2.427,-14
2.428,-12.9
2.429,-11.8
2.43,-10.8
2.431,-10.1
2.432,-9.7
2.433,-9.5
2.434,-9.2
2.435,-8.6
2.436,-7.3
2.437,-5.4
2.438,-3.1
2.439,-0.9
2.44,0.8
2.441,1.6
2.442,1.7
2.443,1.5
2.444,1.5
2.445,1.8
2.446,2.5
2.447,3
2.448,2.9
2.449,2.2
2.45,1.2
2.451,0.3
2.452,0.2
2.453,0.7
2.454,1.8
2.455,2.8
2.456,3.5
2.457,3.8
2.458,3.8
2.459,3.9
2.46,3.9
2.461,4.1
2.462,4.2
2.463,4.1
2.464,3.9
2.465,3.7
2.466,3.6
2.467,3.7
2.468,3.8
2.469,3.9
2.47,4
2.471,4
2.472,3.9
2.473,3.8
2.474,3.6
2.475,3.4
2.476,3.2
2.477,3.1
2.478,3.2
2.479,3.4
2.48,3.8
2.481,4.2
2.482,4.7
2.483,5.1
2.484,5.2
2.485,5.1
2.486,4.9
2.487,4.7
2.488,4.5
2.489,4.3
2.49,4
2.491,3.6
2.492,3.1
2.493,2.6
2.494,2.1
2.495,1.6
2.496,1.2
2.497,0.9
2.498,0.8
2.499,1.1
2.5,1.7
2.501,2.7
2.502,3.9
2.503,5
2.504,6
2.505,7.2
2.506,8.8
2.507,11.4
2.508,14.8
2.509,18.5
2.51,21.6
2.511,23.5
2.512,23.6
2.513,22
2.514,19.3
2.515,16.2
2.516,13.1
2.517,10.1
2.518,7.2
2.519,4.3
2.52,1.4
2.521,-1.3
2.522,-3.4
2.523,-4.8
2.524,-5.4
2.525,-5.3
2.526,-4.6
2.527,-3.5
2.528,-2.4
2.529,-1.2
2.53,-0.1
2.531,0.9
2.532,1.7
2.533,2.5
2.534,3.4
2.535,4.4
2.536,5.4
2.537,6.3
2.538,6.8
2.539,6.9
2.54,6.7
2.541,6.5
2.542,6.4
2.543,6.5
2.544,6.9
2.545,7.3
2.546,7.8
2.547,8.3
2.548,8.6
2.549,8.9
2.55,8.9
2.551,8.7
2.552,8.3
2.553,7.6
2.554,6.6
2.555,5.4
2.556,4.3
2.557,3.3
2.558,2.7
2.559,2.6
2.56,2.8
2.561,3.1
2.562,3.4
2.563,3.6
2.564,3.6
2.565,3.7
2.566,3.9
2.567,4.3
2.568,4.7
2.569,5
2.57,5.1
2.571,5.2
2.572,5.3
2.573,5.4
2.574,5.4
2.575,5.1
2.576,4.7
2.577,4.1
2.578,3.6
2.579,3.2
2.58,2.9
2.581,2.8
2.582,2.7
2.583,2.6
2.584,2.4
2.585,2.1
2.586,1.7
2.587,1.6
2.588,1.7
2.589,2.2
2.59,3.1
2.591,4
2.592,4.7
2.593,4.8
2.594,4.1
2.595,3
2.596,1.9
2.597,1.3
2.598,1.3
2.599,1.9
2.6,2.6
2.601,3
2.602,3
2.603,2.7
2.604,2.3
2.605,2
2.606,2
2.607,2.1
2.608,2.1
2.609,2.1
2.61,2.1
2.611,2.2
2.612,2.7
2.613,3.3
2.614,3.9
2.615,4.2
2.616,4
2.617,3.5
2.618,2.9
2.619,2.5
2.62,2.3
2.621,2.3
2.622,2.3
2.623,2.2
2.624,2.2
2.625,2.4
2.626,2.6
2.627,2.9
2.628,2.9
2.629,2.7
2.63,2.5
2.631,2.3
2.632,2.5
2.633,2.9
2.634,3.2
2.635,3.3
2.636,3
2.637,2.7
2.638,2.8
2.639,3.5
2.64,4.4
2.641,5.3
2.642,5.6
2.643,5
2.644,3.9
2.645,2.8
2.646,2.2
2.647,2.1
2.648,2.3
2.649,2.7
2.65,2.8
2.651,2.7
2.652,2.6
2.653,2.8
2.654,3.3
2.655,4
2.656,4.7
2.657,5.3
2.658,5.7
2.659,6.1
2.66,6.6
2.661,7.3
2.662,8.1
2.663,8.6
2.664,8.6
2.665,7.8
2.666,6.1
2.667,3.9
2.668,1.7
2.669,-0.2
2.67,-1.2
2.671,-1.5
2.672,-1.2
2.673,-0.7
2.674,-0.2
2.675,0.2
2.676,0.7
2.677,1.3
2.678,1.9
2.679,2.3
2.68,2.2
2.681,1.8
2.682,1.4
2.683,1.1
2.684,1.2
2.685,1.5
2.686,1.6
2.687,1.2
2.688,0.5
2.689,-0.4
2.69,-1
2.691,-1.3
2.692,-1.4
2.693,-1.6
2.694,-2.1
2.695,-2.5
2.696,-2.5
2.697,-2
2.698,-1
2.699,0.2
2.7,1
2.701,1.2
2.702,0.8
2.703,0.2
2.704,-0.2
2.705,-0.2
2.706,0.1
2.707,0.7
2.708,1.3
2.709,1.8
2.71,2.1
2.711,2
2.712,1.5
2.713,0.8
2.714,0.1
2.715,-0.4
2.716,-0.3
2.717,0.1
2.718,0.8
2.719,1.3
2.72,1.7
2.721,1.8
2.722,2
2.723,2.3
2.724,2.6
2.725,2.4
2.726,1.4
2.727,-0.2
2.728,-2
2.729,-3.2
2.73,-3.2
2.731,-2
2.732,-0.2
2.733,1.2
2.734,1.8
2.735,1.5
2.736,0.8
2.737,0
2.738,-0.3
2.739,-0.4
2.74,-0.5
2.741,-0.8
2.742,-1.4
2.743,-1.9
2.744,-2.2
2.745,-2.2
2.746,-2
2.747,-1.9
2.748,-1.8
2.749,-1.8
2.75,-1.6
2.751,-1
2.752,-0.2
2.753,0.9
2.754,2.1
2.755,3.1
2.756,3.9
2.757,4
2.758,3.5
2.759,2.2
2.76,0.4
2.761,-1.5
2.762,-3
2.763,-3.8
2.764,-3.8
2.765,-3.4
2.766,-3
2.767,-2.7
2.768,-2.6
2.769,-2.5
2.77,-2.3
2.771,-2
2.772,-1.9
2.773,-2
2.774,-2.3
2.775,-2.7
2.776,-3.2
2.777,-3.4
2.778,-3.6
2.779,-3.6
2.78,-3.5
2.781,-3.3
2.782,-2.9
2.783,-2.4
2.784,-1.8
2.785,-1.3
2.786,-1
2.787,-1
2.788,-1.2
2.789,-1.7
2.79,-2.4
2.791,-3.1
2.792,-3.7
2.793,-4
2.794,-3.9
2.795,-3.4
2.796,-2.7
2.797,-1.9
2.798,-1.2
2.799,-0.8
2.8,-0.5
2.801,-0.3
2.802,-0.3
2.803,-0.3
2.804,-0.4
2.805,-0.5
2.806,-0.5
2.807,-0.1
2.808,0.4
2.809,1
2.81,1.3
2.811,1.1
2.812,0.5
2.813,-0.5
2.814,-1.3
2.815,-1.8
2.816,-1.7
2.817,-1.3
2.818,-0.7
2.819,-0.2
2.82,0
2.821,-0.1
2.822,-0.5
2.823,-1.1
2.824,-1.8
2.825,-2.5
2.826,-3
2.827,-3.2
2.828,-3.2
2.829,-3
2.83,-2.8
2.831,-2.7
2.832,-2.7
2.833,-2.6
2.834,-2.6
2.835,-2.5
2.836,-2.4
2.837,-2
2.838,-1.3
2.839,-0.1
2.84,1.5
2.841,3.5
2.842,5.4
2.843,7.1
2.844,8.6
2.845,9.8
2.846,11.2
2.847,12.8
2.848,14.4
2.849,15.5
2.85,15.9
2.851,15.4
2.852,14
2.853,12
2.854,9.6
2.855,6.8
2.856,3.7
2.857,0
2.858,-4.1
2.859,-8.8
2.86,-13.8
2.861,-18.9
2.862,-24
2.863,-29.2
2.864,-34.301
2.865,-39.401
2.866,-44.201
2.867,-48.801
2.868,-53.001
2.869,-56.601
2.87,-59.501
2.871,-61.701
2.872,-63.001
2.873,-63.401
2.874,-62.901
2.875,-61.601
2.876,-59.801
2.877,-57.801
2.878,-55.801
2.879,-54.101
2.88,-52.401
2.881,-50.401
2.882,-47.601
2.883,-43.901
2.884,-39.401
2.885,-34.401
2.886,-29.5
2.887,-25.1
2.888,-21.5
2.889,-18.7
2.89,-16.6
2.891,-14.9
2.892,-13.3
2.893,-11.7
2.894,-10.1
2.895,-8.8
2.896,-8
2.897,-7.8
2.898,-8
2.899,-8.2
2.9,-8.1
2.901,-7.4
2.902,-6.5
2.903,-5.6
2.904,-5.1
2.905,-5.1
2.906,-5.4
2.907,-5.7
2.908,-5.7
2.909,-5.3
2.91,-4.7
2.911,-4
2.912,-3.3
2.913,-2.8
2.914,-2.5
2.915,-2.4
2.916,-2.6
2.917,-2.8
2.918,-2.9
2.919,-2.8
2.92,-2.4
2.921,-2.1
2.922,-1.9
2.923,-2.1
2.924,-2.5
2.925,-3.1
2.926,-3.5
2.927,-3.6
2.928,-3.4
2.929,-3.1
2.93,-2.7
2.931,-2.4
2.932,-2
2.933,-1.5
2.934,-1
2.935,-0.5
2.936,-0.2
2.937,-0.3
2.938,-0.7
2.939,-1.1
2.94,-1.5
2.941,-1.5
2.942,-1.2
2.943,-1
2.944,-1
2.945,-1.3
2.946,-1.8
2.947,-2
2.948,-1.8
2.949,-1.1
2.95,-0.2
2.951,0.5
2.952,0.9
2.953,0.8
2.954,0.5
2.955,0.1
2.956,0
2.957,0
2.958,0
2.959,-0.4
2.96,-1.3
2.961,-2.6
2.962,-4
2.963,-5.1
2.964,-5.6
2.965,-5.8
2.966,-5.7
2.967,-5.5
2.968,-5.1
2.969,-4.6
2.97,-3.6
2.971,-2.2
2.972,-0.3
2.973,2
2.974,4.5
2.975,7.4
2.976,10.5
2.977,13.7
2.978,16.6
2.979,18.7
2.98,19.6
2.981,19.2
2.982,17.7
2.983,15.5
2.984,13
2.985,10.5
2.986,8
2.987,5.4
2.988,2.7
2.989,0
2.99,-2.3
2.991,-3.8
2.992,-4.4
2.993,-4.1
2.994,-3.3
2.995,-2.4
2.996,-1.5
2.997,-0.7
2.998,0.1
2.999,0.8
3,1.3
3.001,1.4
3.002,0.9
3.003,-0.3
3.004,-1.6
3.005,-2.7
3.006,-3.1
3.007,-2.9
3.008,-2.4
3.009,-2
3.01,-2
3.011,-2.6
3.012,-3.4
3.013,-4.3
3.014,-5.1
3.015,-5.9
3.016,-6.6
3.017,-7
3.018,-7.2
3.019,-7
3.02,-6.6
3.021,-6.4
3.022,-6.5
3.023,-7
3.024,-7.7
3.025,-8.4
3.026,-9
3.027,-9.3
3.028,-9.7
3.029,-10.2
3.03,-10.6
3.031,-11
3.032,-11.1
3.033,-11.1
3.034,-11.1
3.035,-11.4
3.036,-11.8
3.037,-12.1
3.038,-11.9
3.039,-11.1
3.04,-10.2
3.041,-9.4
3.042,-9.3
3.043,-9.7
3.044,-10.2
3.045,-10.6
3.046,-10.4
3.047,-9.9
3.048,-9.4
3.049,-9.3
3.05,-9.8
3.051,-10.6
3.052,-11.2
3.053,-11.3
3.054,-10.8
3.055,-9.9
3.056,-9
3.057,-8.8
3.058,-9.3
3.059,-10.4
3.06,-11.6
3.061,-12.5
3.062,-12.8
3.063,-12.5
3.064,-12
3.065,-11.7
3.066,-11.8
3.067,-12.2
3.068,-12.9
3.069,-13.5
3.07,-13.9
3.071,-13.9
3.072,-13.8
3.073,-13.6
3.074,-13.4
3.075,-13.1
3.076,-12.7
3.077,-12.3
3.078,-12
3.079,-12
3.08,-12.4
3.081,-13.2
3.082,-14.3
3.083,-15.3
3.084,-16
3.085,-16.5
3.086,-16.7
3.087,-17
3.088,-17.4
3.089,-17.9
3.09,-18.4
3.091,-18.6
3.092,-18.4
3.093,-17.9
3.094,-17.3
3.095,-17.1
3.096,-17.3
3.097,-18.1
3.098,-19
3.099,-19.7
3.1,-19.8
3.101,-19.3
3.102,-18.4
3.103,-17.2
3.104,-16.2
3.105,-15.4
3.106,-14.8
3.107,-14.5
3.108,-14.4
3.109,-14.5
3.11,-14.8
3.111,-15.3
3.112,-15.8
3.113,-16.2
3.114,-16.6
3.115,-16.9
3.116,-17.2
3.117,-17.6
3.118,-18
3.119,-18.1
3.12,-17.9
3.121,-17.2
3.122,-16.2
3.123,-15.3
3.124,-14.7
3.125,-14.6
3.126,-14.9
3.127,-15.5
3.128,-16
3.129,-16.1
3.13,-15.9
3.131,-15.4
3.132,-14.8
3.133,-14.1
3.134,-13.2
3.135,-12.3
3.136,-11.2
3.137,-9.9
3.138,-8.6
3.139,-7
3.14,-5.2
3.141,-3.4
3.142,-1.8
3.143,-1
3.144,-0.9
3.145,-1.5
3.146,-2.2
3.147,-2.4
3.148,-2
3.149,-1.1
3.15,-0.5
3.151,-0.4
3.152,-1
3.153,-1.8
3.154,-2.3
3.155,-2.1
3.156,-1.5
3.157,-0.9
3.158,-0.7
3.159,-0.8
3.16,-1
3.161,-0.5
3.162,0.7
3.163,2.4
3.164,4.1
3.165,5.1
3.166,5.1
3.167,4.4
3.168,3.5
3.169,3
3.17,3.1
3.171,3.7
3.172,4.6
3.173,5.6
3.174,6.3
3.175,6.8
3.176,7
3.177,6.9
3.178,6.6
3.179,6.1
3.18,5.6
3.181,4.9
3.182,4.4
3.183,3.9
3.184,3.7
3.185,3.7
3.186,4
3.187,4.4
3.188,4.6
3.189,4.6
3.19,4.2
3.191,3.8
3.192,3.5
3.193,3.5
3.194,3.8
3.195,4.3
3.196,4.7
3.197,4.8
3.198,4.6
3.199,4.1
3.2,3.8
3.201,3.7
3.202,3.9
3.203,4.4
3.204,4.9
3.205,5.1
3.206,4.8
3.207,4
3.208,3.1
3.209,2.3
3.21,2
3.211,2.1
3.212,2.5
3.213,3
3.214,3.3
3.215,3.4
3.216,3.4
3.217,3.4
3.218,3.3
3.219,3.1
3.22,3
3.221,3.1
3.222,3.7
3.223,4.8
3.224,6.4
3.225,7.9
3.226,9
3.227,9.5
3.228,9.3
3.229,8.8
3.23,8.1
3.231,7.6
3.232,7.1
3.233,6.6
3.234,6
3.235,5.4
3.236,4.8
3.237,4.3
3.238,3.8
3.239,3.5
3.24,3.2
3.241,3.1
3.242,3.1
3.243,3.2
3.244,3.4
3.245,3.3
3.246,3
3.247,2.4
3.248,1.8
3.249,1.3
3.25,1.1
3.251,0.9
3.252,0.8
3.253,0.7
3.254,0.6
3.255,0.7
3.256,1.2
3.257,2.1
3.258,3.1
3.259,3.9
3.26,4.3
3.261,4.2
3.262,4
3.263,3.7
3.264,3.7
3.265,3.9
3.266,4.2
3.267,4.2
3.268,4
3.269,3.5
3.27,3
3.271,2.7
3.272,2.5
3.273,2.5
3.274,2.5
3.275,2.3
3.276,2
3.277,1.6
3.278,1.6
3.279,1.8
3.28,2.4
3.281,3
3.282,3.5
3.283,3.8
3.284,4.1
3.285,4.5
3.286,5
3.287,5.7
3.288,6.3
3.289,6.7
3.29,6.7
3.291,6.5
3.292,6.2
3.293,5.8
3.294,5.4
3.295,5
3.296,4.7
3.297,4.4
3.298,4.2
3.299,4.2
3.3,4.5
3.301,4.8
3.302,5.2
3.303,5.6
3.304,5.8
3.305,6
3.306,6
3.307,5.9
3.308,5.9
3.309,6
3.31,6.4
3.311,7
3.312,7.5
3.313,7.8
3.314,7.6
3.315,7.1
3.316,6.6
3.317,6.4
3.318,6.7
3.319,7.5
3.32,8.3
3.321,8.9
3.322,8.9
3.323,8.4
3.324,7.8
3.325,7.4
3.326,7.1
3.327,7
3.328,6.6
3.329,6
3.33,5.4
3.331,5.1
3.332,5.3
3.333,6.3
3.334,7.6
3.335,9.1
3.336,10.4
3.337,11.5
3.338,12.3
3.339,12.7
3.34,12.6
3.341,11.7
3.342,10
3.343,7.8
3.344,5.7
3.345,4.5
3.346,4.2
3.347,4.6
3.348,5.1
3.349,5.2
3.35,4.7
3.351,3.8
3.352,3.1
3.353,2.9
3.354,3.1
3.355,3.6
3.356,3.9
3.357,3.9
3.358,3.7
3.359,3.3
3.36,2.8
3.361,2.4
3.362,2
3.363,1.8
3.364,1.9
3.365,2.4
3.366,3.1
3.367,3.6
3.368,3.9
3.369,3.9
3.37,3.6
3.371,3.5
3.372,3.5
3.373,3.7
3.374,3.9
3.375,4
3.376,4.1
3.377,4.3
3.378,4.6
3.379,5
3.38,5.2
3.381,5.2
3.382,4.8
3.383,4.4
3.384,4.1
3.385,4.2
3.386,4.7
3.387,5.2
3.388,5.5
3.389,5.4
3.39,5
3.391,4.3
3.392,3.6
3.393,2.9
3.394,2.2
3.395,1.6
3.396,0.9
3.397,0.4
3.398,0.1
3.399,0.1
3.4,0.3
3.401,0.8
3.402,1.1
3.403,1.2
3.404,1.1
3.405,1.1
3.406,1.2
3.407,1.7
3.408,2.4
3.409,3.2
3.41,3.8
3.411,4.3
3.412,4.6
3.413,4.9
3.414,5.1
3.415,5.3
3.416,5.4
3.417,5.3
3.418,5.1
3.419,4.9
